YEAR,DISTRICT,MONTH,AVERAGE LAFD TURNOUT TIME IN DISTRICT - Non-EMS,AVERAGE LAFD TURNOUT TIME IN DISTRICT - EMS,AVERAGE LAFD TRAVEL TIME  IN DISTRICT - Non-EMS,AVERAGE LAFD TRAVEL TIME IN DISTRICT - EMS,INCIDENT COUNT IN DISTRICT - Non-EMS,INCIDENT COUNT IN DISTRICT - EMS
2014,2,Jan,0:01:13,0:01:22,0:04:49,0:03:52,72,259
2014,2,Feb,0:01:19,0:01:22,0:04:28,0:03:45,51,282
2014,2,Mar,0:01:21,0:01:21,0:03:52,0:03:38,63,309
2014,2,Apr,0:01:19,0:01:22,0:04:18,0:03:40,64,313
2014,2,May,0:01:13,0:01:21,0:04:33,0:03:53,83,318
2014,2,Jun,0:01:18,0:01:23,0:03:49,0:03:45,79,296
2014,2,Jul,0:01:08,0:01:11,0:04:18,0:04:08,73,342
2014,2,Aug,0:01:23,0:01:19,0:03:10,0:03:42,65,342
2014,2,Sep,0:01:25,0:01:22,0:04:04,0:03:26,62,315
2014,2,Oct,0:01:22,0:01:27,0:03:55,0:03:56,62,305
2014,2,Nov,0:01:24,0:01:27,0:03:45,0:03:39,61,307
2014,2,Dec,0:01:22,0:01:22,0:03:54,0:03:48,71,340
2014,2,Overall 2014,0:01:19,0:01:22,0:04:05,0:03:46,806,3728
2014,3,Jan,0:01:02,0:01:17,0:03:26,0:03:54,102,317
2014,3,Feb,0:01:03,0:01:14,0:03:43,0:03:54,82,274
2014,3,Mar,0:01:13,0:01:16,0:03:59,0:03:47,116,318
2014,3,Apr,0:01:07,0:01:15,0:03:25,0:03:40,103,320
2014,3,May,0:01:08,0:01:12,0:03:16,0:03:55,116,355
2014,3,Jun,0:01:02,0:01:13,0:03:35,0:03:59,106,321
2014,3,Jul,0:00:58,0:01:08,0:03:37,0:03:51,101,309
2014,3,Aug,0:00:59,0:01:12,0:03:22,0:03:52,95,303
2014,3,Sep,0:01:00,0:01:20,0:03:12,0:03:42,136,329
2014,3,Oct,0:01:03,0:01:12,0:03:11,0:04:10,111,337
2014,3,Nov,0:01:16,0:01:12,0:03:10,0:03:51,114,320
2014,3,Dec,0:01:09,0:01:10,0:03:18,0:04:12,158,349
2014,3,Overall 2014,0:01:06,0:01:13,0:03:26,0:03:54,1340,3852
2014,4,Jan,0:01:25,0:01:22,0:03:50,0:03:50,43,366
2014,4,Feb,0:01:07,0:01:21,0:03:39,0:03:50,58,363
2014,4,Mar,0:01:14,0:01:21,0:02:57,0:03:47,65,372
2014,4,Apr,0:01:13,0:01:21,0:03:28,0:03:45,52,430
2014,4,May,0:01:14,0:01:18,0:04:25,0:03:46,89,381
2014,4,Jun,0:01:06,0:01:16,0:03:32,0:03:51,63,367
2014,4,Jul,0:01:13,0:01:13,0:03:39,0:03:56,92,388
2014,4,Aug,0:01:22,0:01:21,0:04:43,0:03:44,91,396
2014,4,Sep,0:01:22,0:01:20,0:03:49,0:03:41,63,422
2014,4,Oct,0:01:19,0:01:20,0:04:13,0:03:53,54,440
2014,4,Nov,0:01:29,0:01:19,0:04:16,0:03:55,58,379
2014,4,Dec,0:01:21,0:01:13,0:04:31,0:04:02,76,378
2014,4,Overall 2014,0:01:17,0:01:19,0:03:57,0:03:50,804,4682
2014,5,Jan,0:01:20,0:01:17,0:04:37,0:04:33,49,168
2014,5,Feb,0:00:58,0:01:12,0:04:42,0:04:33,32,144
2014,5,Mar,0:00:50,0:01:17,0:05:22,0:04:40,33,170
2014,5,Apr,0:01:11,0:01:12,0:04:17,0:04:47,33,161
2014,5,May,0:01:08,0:01:09,0:04:01,0:04:54,42,190
2014,5,Jun,0:01:01,0:01:09,0:04:44,0:05:06,32,153
2014,5,Jul,0:00:50,0:01:13,0:04:30,0:04:56,40,159
2014,5,Aug,0:01:18,0:01:21,0:03:51,0:04:48,48,179
2014,5,Sep,0:01:10,0:01:22,0:04:25,0:04:29,42,175
2014,5,Oct,0:01:15,0:01:22,0:04:17,0:04:58,35,175
2014,5,Nov,0:01:13,0:01:24,0:04:27,0:04:56,46,183
2014,5,Dec,0:01:17,0:01:18,0:03:51,0:04:49,66,202
2014,5,Overall 2014,0:01:10,0:01:16,0:04:22,0:04:48,498,2059
2014,6,Jan,0:01:07,0:01:16,0:03:33,0:03:31,66,308
2014,6,Feb,0:01:15,0:01:18,0:03:18,0:03:29,40,300
2014,6,Mar,0:01:18,0:01:19,0:03:18,0:03:15,73,330
2014,6,Apr,0:01:16,0:01:16,0:03:29,0:03:20,67,309
2014,6,May,0:01:11,0:01:11,0:03:57,0:03:24,78,346
2014,6,Jun,0:01:02,0:01:10,0:04:13,0:03:29,56,356
2014,6,Jul,0:01:06,0:01:07,0:04:28,0:03:38,57,363
2014,6,Aug,0:01:13,0:01:05,0:04:19,0:03:32,54,296
2014,6,Sep,0:01:08,0:01:07,0:03:47,0:03:40,69,347
2014,6,Oct,0:01:08,0:01:06,0:03:10,0:03:33,67,322
2014,6,Nov,0:01:12,0:01:09,0:03:50,0:03:28,70,327
2014,6,Dec,0:01:14,0:01:09,0:03:47,0:03:38,98,334
2014,6,Overall 2014,0:01:11,0:01:11,0:03:45,0:03:30,795,3938
2014,7,Jan,0:01:09,0:01:20,0:03:28,0:04:10,49,358
2014,7,Feb,0:01:13,0:01:17,0:04:20,0:04:02,63,334
2014,7,Mar,0:01:11,0:01:17,0:04:53,0:03:54,54,341
2014,7,Apr,0:01:13,0:01:16,0:04:05,0:04:13,38,326
2014,7,May,0:01:11,0:01:13,0:03:43,0:04:02,47,363
2014,7,Jun,0:01:11,0:01:09,0:03:23,0:04:05,46,330
2014,7,Jul,0:01:11,0:01:11,0:04:34,0:03:58,41,385
2014,7,Aug,0:01:18,0:01:16,0:03:42,0:03:49,71,336
2014,7,Sep,0:01:12,0:01:14,0:03:41,0:03:52,66,379
2014,7,Oct,0:01:13,0:01:16,0:04:06,0:04:23,47,370
2014,7,Nov,0:01:14,0:01:17,0:03:23,0:03:59,45,316
2014,7,Dec,0:01:11,0:01:12,0:03:59,0:04:03,77,410
2014,7,Overall 2014,0:01:12,0:01:15,0:03:56,0:04:03,644,4248
2014,8,Jan,0:01:11,0:01:10,0:04:29,0:04:31,7,72
2014,8,Feb,0:01:25,0:01:12,0:05:11,0:04:24,8,53
2014,8,Mar,0:01:22,0:01:17,0:05:02,0:04:29,15,77
2014,8,Apr,0:00:48,0:01:14,0:04:21,0:04:29,7,64
2014,8,May,0:01:11,0:01:12,0:02:57,0:03:57,12,51
2014,8,Jun,0:01:08,0:01:11,0:04:24,0:04:18,7,70
2014,8,Jul,0:01:22,0:01:13,0:04:36,0:04:08,12,64
2014,8,Aug,0:01:01,0:01:22,0:04:40,0:04:21,11,65
2014,8,Sep,0:01:24,0:01:19,0:04:09,0:04:33,21,58
2014,8,Oct,0:01:24,0:01:19,0:03:33,0:04:31,15,57
2014,8,Nov,0:01:23,0:01:28,0:04:13,0:04:14,14,67
2014,8,Dec,0:01:27,0:01:27,0:03:43,0:04:11,22,72
2014,8,Overall 2014,0:01:19,0:01:17,0:04:12,0:04:21,151,770
2014,9,Jan,0:01:04,0:01:23,0:02:48,0:03:09,192,866
2014,9,Feb,0:01:00,0:01:18,0:02:59,0:03:00,207,787
2014,9,Mar,0:01:01,0:01:15,0:03:04,0:03:09,211,891
2014,9,Apr,0:01:07,0:01:15,0:02:38,0:03:00,170,869
2014,9,May,0:00:54,0:01:15,0:02:57,0:02:59,170,956
2014,9,Jun,0:00:54,0:01:16,0:02:40,0:02:58,206,832
2014,9,Jul,0:00:58,0:01:13,0:02:59,0:02:57,216,1000
2014,9,Aug,0:01:00,0:01:18,0:03:18,0:02:58,197,982
2014,9,Sep,0:01:02,0:01:21,0:02:34,0:03:00,194,981
2014,9,Oct,0:00:59,0:01:18,0:02:53,0:03:08,175,974
2014,9,Nov,0:01:06,0:01:18,0:02:59,0:03:09,202,921
2014,9,Dec,0:01:06,0:01:18,0:03:02,0:03:21,280,923
2014,9,Overall 2014,0:01:01,0:01:17,0:02:55,0:03:04,2420,10982
2014,10,Jan,0:01:10,0:01:15,0:03:08,0:03:44,92,319
2014,10,Feb,0:01:17,0:01:16,0:03:23,0:03:49,81,290
2014,10,Mar,0:01:14,0:01:18,0:03:24,0:03:24,96,316
2014,10,Apr,0:01:05,0:01:14,0:03:23,0:03:37,74,376
2014,10,May,0:01:07,0:01:13,0:03:20,0:03:47,107,383
2014,10,Jun,0:01:08,0:01:12,0:03:29,0:03:42,91,350
2014,10,Jul,0:01:16,0:01:11,0:03:34,0:03:41,79,357
2014,10,Aug,0:01:15,0:01:16,0:03:55,0:03:41,102,341
2014,10,Sep,0:01:23,0:01:19,0:03:39,0:03:46,78,376
2014,10,Oct,0:01:13,0:01:18,0:03:37,0:03:46,99,396
2014,10,Nov,0:01:25,0:01:17,0:03:16,0:03:45,98,389
2014,10,Dec,0:01:20,0:01:17,0:03:44,0:03:53,124,397
2014,10,Overall 2014,0:01:15,0:01:16,0:03:30,0:03:43,1121,4290
2014,11,Jan,0:01:13,0:01:11,0:03:01,0:03:02,121,584
2014,11,Feb,0:01:08,0:01:14,0:03:15,0:03:01,119,500
2014,11,Mar,0:01:08,0:01:14,0:03:17,0:02:56,141,555
2014,11,Apr,0:01:09,0:01:12,0:03:06,0:03:06,129,562
2014,11,May,0:01:11,0:01:08,0:03:30,0:02:54,116,524
2014,11,Jun,0:01:03,0:01:09,0:03:31,0:03:20,103,544
2014,11,Jul,0:01:00,0:01:09,0:03:18,0:03:00,139,566
2014,11,Aug,0:01:06,0:01:09,0:02:54,0:03:10,125,590
2014,11,Sep,0:01:13,0:01:09,0:03:24,0:03:14,116,576
2014,11,Oct,0:01:06,0:01:08,0:03:06,0:03:08,136,551
2014,11,Nov,0:01:11,0:01:07,0:03:07,0:03:07,133,588
2014,11,Dec,0:01:12,0:01:10,0:03:34,0:03:13,177,652
2014,11,Overall 2014,0:01:09,0:01:10,0:03:16,0:03:06,1555,6792
2014,12,Jan,0:01:08,0:01:12,0:04:02,0:03:32,54,216
2014,12,Feb,0:01:19,0:01:14,0:05:27,0:03:24,29,184
2014,12,Mar,0:01:12,0:01:14,0:03:56,0:03:30,37,221
2014,12,Apr,0:01:17,0:01:09,0:04:14,0:03:25,35,202
2014,12,May,0:01:03,0:01:10,0:04:27,0:03:25,29,203
2014,12,Jun,0:01:09,0:01:05,0:03:43,0:03:42,32,213
2014,12,Jul,0:01:08,0:01:06,0:03:53,0:03:34,41,221
2014,12,Aug,0:01:21,0:01:06,0:03:31,0:03:33,29,219
2014,12,Sep,0:01:08,0:01:14,0:04:18,0:03:36,41,235
2014,12,Oct,0:01:05,0:01:11,0:03:41,0:03:40,37,184
2014,12,Nov,0:01:05,0:01:07,0:03:03,0:03:32,42,182
2014,12,Dec,0:01:05,0:01:04,0:04:14,0:03:57,65,181
2014,12,Overall 2014,0:01:09,0:01:09,0:04:01,0:03:34,471,2461
2014,13,Jan,0:01:05,0:01:13,0:03:30,0:03:40,63,342
2014,13,Feb,0:01:14,0:01:18,0:04:17,0:03:28,75,316
2014,13,Mar,0:01:09,0:01:16,0:03:28,0:03:36,65,353
2014,13,Apr,0:01:13,0:01:13,0:03:20,0:03:32,51,318
2014,13,May,0:01:06,0:01:08,0:04:06,0:03:35,68,374
2014,13,Jun,0:01:12,0:01:06,0:03:12,0:03:26,67,391
2014,13,Jul,0:01:06,0:01:03,0:03:43,0:03:15,76,383
2014,13,Aug,0:01:06,0:01:07,0:03:28,0:03:24,80,382
2014,13,Sep,0:01:13,0:01:07,0:03:36,0:03:31,72,384
2014,13,Oct,0:01:04,0:01:05,0:03:36,0:03:23,79,354
2014,13,Nov,0:01:03,0:01:06,0:03:26,0:03:27,86,378
2014,13,Dec,0:01:12,0:01:07,0:03:59,0:03:32,113,362
2014,13,Overall 2014,0:01:08,0:01:09,0:03:40,0:03:29,895,4337
2014,14,Jan,0:01:07,0:01:09,0:03:08,0:03:16,94,271
2014,14,Feb,0:01:10,0:01:09,0:02:53,0:03:07,50,236
2014,14,Mar,0:01:05,0:01:08,0:03:44,0:03:00,53,279
2014,14,Apr,0:01:13,0:01:10,0:03:02,0:03:14,65,267
2014,14,May,0:01:03,0:01:09,0:03:05,0:03:18,55,287
2014,14,Jun,0:01:06,0:01:06,0:03:18,0:03:21,43,271
2014,14,Jul,0:01:11,0:01:11,0:03:13,0:03:10,57,315
2014,14,Aug,0:01:15,0:01:06,0:03:19,0:03:05,54,310
2014,14,Sep,0:01:18,0:01:11,0:02:56,0:03:06,61,273
2014,14,Oct,0:01:12,0:01:08,0:03:16,0:03:34,53,270
2014,14,Nov,0:01:01,0:01:06,0:03:37,0:03:13,54,282
2014,14,Dec,0:01:01,0:01:04,0:03:34,0:03:27,65,296
2014,14,Overall 2014,0:01:09,0:01:08,0:03:15,0:03:14,704,3357
2014,15,Jan,0:01:05,0:01:19,0:04:08,0:03:27,79,329
2014,15,Feb,0:01:13,0:01:18,0:03:19,0:03:34,58,349
2014,15,Mar,0:01:08,0:01:19,0:03:05,0:03:18,68,324
2014,15,Apr,0:01:15,0:01:19,0:03:16,0:03:33,62,393
2014,15,May,0:01:07,0:01:18,0:03:25,0:03:49,68,388
2014,15,Jun,0:01:15,0:01:15,0:03:10,0:03:40,61,262
2014,15,Jul,0:01:06,0:01:09,0:03:45,0:03:32,53,282
2014,15,Aug,0:01:16,0:01:14,0:03:14,0:03:19,59,370
2014,15,Sep,0:01:03,0:01:17,0:02:58,0:03:33,61,399
2014,15,Oct,0:01:11,0:01:15,0:03:09,0:03:44,87,393
2014,15,Nov,0:01:14,0:01:13,0:03:22,0:03:35,87,318
2014,15,Dec,0:01:17,0:01:20,0:03:54,0:03:49,102,334
2014,15,Overall 2014,0:01:11,0:01:16,0:03:25,0:03:35,845,4141
2014,16,Jan,0:01:29,0:01:17,0:04:51,0:04:45,36,97
2014,16,Feb,0:01:25,0:01:18,0:06:32,0:05:13,24,105
2014,16,Mar,0:01:16,0:01:25,0:06:00,0:05:38,21,104
2014,16,Apr,0:01:15,0:01:16,0:05:31,0:05:50,30,85
2014,16,May,0:01:13,0:01:07,0:04:59,0:04:51,36,101
2014,16,Jun,0:01:21,0:01:09,0:05:38,0:04:31,13,104
2014,16,Jul,0:01:00,0:01:04,0:05:10,0:04:46,27,81
2014,16,Aug,0:01:19,0:01:08,0:05:54,0:04:19,28,102
2014,16,Sep,0:01:26,0:01:17,0:03:30,0:04:47,16,95
2014,16,Oct,0:01:17,0:01:15,0:04:12,0:04:58,33,108
2014,16,Nov,0:01:21,0:01:23,0:03:29,0:04:24,31,102
2014,16,Dec,0:01:25,0:01:22,0:04:43,0:04:19,25,91
2014,16,Overall 2014,0:01:19,0:01:15,0:05:01,0:04:51,320,1175
2014,17,Jan,0:01:07,0:01:15,0:04:04,0:03:32,36,89
2014,17,Feb,0:01:21,0:01:18,0:04:13,0:03:59,45,86
2014,17,Mar,0:01:10,0:01:19,0:04:42,0:04:00,27,89
2014,17,Apr,0:01:13,0:01:12,0:04:28,0:03:58,41,106
2014,17,May,0:01:10,0:01:19,0:04:42,0:03:39,53,100
2014,17,Jun,0:01:05,0:01:16,0:04:06,0:03:45,41,106
2014,17,Jul,0:01:11,0:01:12,0:03:44,0:03:25,55,92
2014,17,Aug,0:01:22,0:01:16,0:04:28,0:03:40,52,113
2014,17,Sep,0:01:25,0:01:19,0:04:06,0:03:28,56,91
2014,17,Oct,0:01:23,0:01:20,0:04:42,0:04:12,56,100
2014,17,Nov,0:01:32,0:01:25,0:04:14,0:03:41,42,89
2014,17,Dec,0:01:18,0:01:14,0:03:51,0:03:31,50,88
2014,17,Overall 2014,0:01:17,0:01:17,0:04:16,0:03:45,554,1149
2014,18,Jan,0:01:08,0:01:07,0:05:25,0:04:42,19,83
2014,18,Feb,0:01:10,0:01:11,0:04:32,0:04:30,15,92
2014,18,Mar,0:01:12,0:01:11,0:04:39,0:04:23,18,114
2014,18,Apr,0:01:19,0:01:20,0:04:25,0:04:34,26,98
2014,18,May,0:01:15,0:01:12,0:05:14,0:04:08,17,105
2014,18,Jun,0:01:14,0:01:09,0:04:15,0:04:24,17,102
2014,18,Jul,0:01:11,0:01:18,0:04:49,0:03:48,13,97
2014,18,Aug,0:01:26,0:01:19,0:03:42,0:04:07,22,105
2014,18,Sep,0:01:38,0:01:29,0:04:15,0:04:14,23,93
2014,18,Oct,0:01:14,0:01:16,0:04:07,0:04:08,21,105
2014,18,Nov,0:01:19,0:01:20,0:04:27,0:04:08,25,104
2014,18,Dec,0:01:22,0:01:29,0:03:34,0:04:35,26,113
2014,18,Overall 2014,0:01:17,0:01:17,0:04:25,0:04:18,242,1211
2014,19,Jan,0:01:15,0:01:04,0:06:06,0:05:08,56,190
2014,19,Feb,0:01:03,0:01:09,0:07:31,0:05:38,69,157
2014,19,Mar,0:01:07,0:01:07,0:06:31,0:05:27,76,208
2014,19,Apr,0:01:20,0:01:09,0:05:27,0:05:28,42,173
2014,19,May,0:01:02,0:01:07,0:05:25,0:04:56,59,173
2014,19,Jun,0:01:01,0:01:01,0:04:52,0:04:43,65,185
2014,19,Jul,0:01:00,0:01:01,0:05:20,0:05:03,83,182
2014,19,Aug,0:01:08,0:01:05,0:05:08,0:05:04,74,202
2014,19,Sep,0:01:13,0:01:08,0:06:18,0:05:24,72,205
2014,19,Oct,0:01:10,0:01:08,0:06:07,0:05:14,74,185
2014,19,Nov,0:01:05,0:01:11,0:04:41,0:05:10,64,208
2014,19,Dec,0:01:13,0:01:08,0:07:00,0:05:17,74,198
2014,19,Overall 2014,0:01:08,0:01:06,0:05:55,0:05:12,808,2266
2014,20,Jan,0:01:17,0:01:14,0:04:00,0:03:35,36,204
2014,20,Feb,0:01:17,0:01:16,0:04:03,0:03:39,47,195
2014,20,Mar,0:01:21,0:01:15,0:03:55,0:03:52,52,242
2014,20,Apr,0:01:13,0:01:18,0:04:12,0:03:51,37,241
2014,20,May,0:01:13,0:01:15,0:03:37,0:04:05,32,237
2014,20,Jun,0:01:14,0:01:16,0:03:59,0:03:37,45,222
2014,20,Jul,0:01:09,0:01:09,0:03:34,0:03:46,41,220
2014,20,Aug,0:01:23,0:01:15,0:03:04,0:03:39,43,259
2014,20,Sep,0:01:13,0:01:18,0:04:06,0:04:02,41,251
2014,20,Oct,0:01:23,0:01:21,0:03:38,0:03:44,55,239
2014,20,Nov,0:01:19,0:01:17,0:03:40,0:03:37,48,212
2014,20,Dec,0:01:20,0:01:15,0:04:21,0:03:47,61,203
2014,20,Overall 2014,0:01:17,0:01:16,0:03:51,0:03:47,538,2725
2014,21,Jan,0:01:16,0:01:09,0:03:39,0:03:40,51,233
2014,21,Feb,0:01:11,0:01:11,0:04:09,0:03:30,43,229
2014,21,Mar,0:01:17,0:01:10,0:03:34,0:03:51,26,254
2014,21,Apr,0:01:10,0:01:11,0:03:22,0:03:44,30,238
2014,21,May,0:01:14,0:01:14,0:03:36,0:04:01,38,243
2014,21,Jun,0:00:57,0:01:11,0:03:11,0:03:37,29,247
2014,21,Jul,0:01:03,0:01:12,0:03:15,0:03:49,35,245
2014,21,Aug,0:01:16,0:01:19,0:03:27,0:03:55,31,250
2014,21,Sep,0:01:13,0:01:15,0:03:07,0:04:00,27,266
2014,21,Oct,0:01:14,0:01:12,0:04:42,0:03:48,49,253
2014,21,Nov,0:01:05,0:01:11,0:03:18,0:03:38,41,214
2014,21,Dec,0:01:11,0:01:09,0:04:08,0:03:49,50,241
2014,21,Overall 2014,0:01:11,0:01:12,0:03:41,0:03:47,450,2913
2014,23,Jan,0:01:19,0:01:27,0:04:17,0:05:09,15,34
2014,23,Feb,0:01:20,0:01:17,0:05:15,0:04:57,11,50
2014,23,Mar,0:01:12,0:01:08,0:03:39,0:04:54,10,62
2014,23,Apr,0:01:13,0:01:09,0:07:18,0:04:09,11,41
2014,23,May,0:01:11,0:01:11,0:04:31,0:04:51,18,45
2014,23,Jun,0:00:56,0:01:18,0:06:33,0:05:45,5,53
2014,23,Jul,0:01:15,0:01:15,0:04:21,0:04:30,11,68
2014,23,Aug,0:01:24,0:01:03,0:06:09,0:04:39,12,62
2014,23,Sep,0:01:16,0:01:13,0:05:26,0:05:15,20,52
2014,23,Oct,0:01:21,0:01:11,0:05:04,0:05:59,12,44
2014,23,Nov,0:01:30,0:01:13,0:05:04,0:04:56,13,51
2014,23,Dec,0:00:57,0:01:08,0:06:11,0:05:27,14,33
2014,23,Overall 2014,0:01:17,0:01:12,0:05:13,0:05:01,152,595
2014,24,Jan,0:01:18,0:01:14,0:04:38,0:04:16,17,64
2014,24,Feb,0:01:29,0:01:18,0:05:06,0:04:41,15,50
2014,24,Mar,0:01:11,0:01:17,0:04:24,0:04:23,16,67
2014,24,Apr,0:01:13,0:01:08,0:05:21,0:04:01,9,45
2014,24,May,0:01:10,0:01:14,0:05:37,0:04:23,15,61
2014,24,Jun,0:01:08,0:01:02,0:06:09,0:04:07,18,52
2014,24,Jul,0:01:17,0:01:00,0:04:09,0:04:10,17,66
2014,24,Aug,0:01:00,0:01:06,0:03:32,0:04:09,9,69
2014,24,Sep,0:00:58,0:01:13,0:05:54,0:04:27,14,48
2014,24,Oct,0:01:28,0:01:09,0:03:42,0:04:06,13,73
2014,24,Nov,0:01:02,0:01:10,0:04:55,0:04:22,9,62
2014,24,Dec,0:01:10,0:01:13,0:05:16,0:04:29,20,72
2014,24,Overall 2014,0:01:14,0:01:10,0:04:56,0:04:18,172,729
2014,25,Jan,0:01:16,0:01:29,0:05:09,0:04:04,49,156
2014,25,Feb,0:01:16,0:01:26,0:05:34,0:03:59,46,129
2014,25,Mar,0:01:24,0:01:29,0:05:16,0:04:07,47,153
2014,25,Apr,0:01:28,0:01:31,0:05:01,0:03:54,44,157
2014,25,May,0:01:15,0:01:30,0:04:25,0:04:08,41,183
2014,25,Jun,0:01:21,0:01:34,0:04:11,0:04:02,30,140
2014,25,Jul,0:01:10,0:01:17,0:04:27,0:04:23,53,169
2014,25,Aug,0:01:33,0:01:27,0:04:06,0:04:03,41,185
2014,25,Sep,0:01:30,0:01:38,0:04:08,0:03:36,36,175
2014,25,Oct,0:01:24,0:01:21,0:04:46,0:03:54,37,172
2014,25,Nov,0:01:37,0:01:19,0:04:08,0:03:47,39,156
2014,25,Dec,0:01:19,0:01:20,0:03:55,0:04:13,42,162
2014,25,Overall 2014,0:01:23,0:01:27,0:04:39,0:04:01,505,1937
2014,26,Jan,0:01:15,0:01:14,0:04:02,0:03:50,66,383
2014,26,Feb,0:01:18,0:01:13,0:03:57,0:04:04,41,381
2014,26,Mar,0:01:14,0:01:14,0:03:05,0:03:46,55,366
2014,26,Apr,0:01:15,0:01:14,0:03:35,0:03:56,69,327
2014,26,May,0:01:07,0:01:09,0:03:06,0:04:01,56,408
2014,26,Jun,0:01:11,0:01:11,0:03:22,0:04:01,50,362
2014,26,Jul,0:01:07,0:01:08,0:03:45,0:03:38,45,329
2014,26,Aug,0:01:11,0:01:08,0:03:19,0:03:38,40,393
2014,26,Sep,0:01:15,0:01:09,0:04:13,0:03:30,51,374
2014,26,Oct,0:01:17,0:01:11,0:03:23,0:03:43,64,383
2014,26,Nov,0:01:10,0:01:10,0:03:24,0:03:56,72,404
2014,26,Dec,0:01:21,0:01:12,0:03:52,0:03:46,60,366
2014,26,Overall 2014,0:01:14,0:01:11,0:03:35,0:03:49,669,4476
2014,27,Jan,0:00:59,0:01:15,0:03:15,0:03:50,99,430
2014,27,Feb,0:00:56,0:01:18,0:03:24,0:03:50,92,407
2014,27,Mar,0:01:00,0:01:15,0:03:07,0:03:58,98,484
2014,27,Apr,0:01:01,0:01:17,0:03:05,0:04:00,91,455
2014,27,May,0:00:58,0:01:14,0:03:15,0:03:48,94,505
2014,27,Jun,0:01:06,0:01:15,0:02:57,0:03:48,71,454
2014,27,Jul,0:00:59,0:01:10,0:03:16,0:03:53,107,486
2014,27,Aug,0:01:03,0:01:16,0:03:20,0:03:44,90,501
2014,27,Sep,0:01:01,0:01:19,0:03:10,0:03:37,96,508
2014,27,Oct,0:01:10,0:01:21,0:03:14,0:03:56,140,489
2014,27,Nov,0:01:12,0:01:14,0:03:18,0:03:57,125,452
2014,27,Dec,0:01:12,0:01:16,0:03:44,0:03:46,148,472
2014,27,Overall 2014,0:01:04,0:01:16,0:03:17,0:03:51,1251,5643
2014,28,Jan,0:01:33,0:01:09,0:03:53,0:04:10,8,38
2014,28,Feb,0:01:23,0:01:03,0:03:38,0:04:41,13,36
2014,28,Mar,0:01:15,0:01:12,0:04:09,0:04:52,11,44
2014,28,Apr,0:01:07,0:01:13,0:05:22,0:04:49,10,38
2014,28,May,0:00:56,0:01:03,0:04:34,0:04:21,7,37
2014,28,Jun,0:01:15,0:01:16,0:03:33,0:04:23,6,58
2014,28,Jul,0:01:05,0:01:16,0:03:14,0:04:26,5,45
2014,28,Aug,0:01:24,0:01:28,0:02:57,0:04:15,8,36
2014,28,Sep,0:01:33,0:01:30,0:02:37,0:03:49,7,36
2014,28,Oct,0:01:40,0:01:25,0:04:48,0:03:49,7,52
2014,28,Nov,0:01:13,0:01:38,0:03:13,0:03:45,10,52
2014,28,Dec,0:01:33,0:01:33,0:03:24,0:04:34,16,50
2014,28,Overall 2014,0:01:25,0:01:20,0:03:50,0:04:19,108,522
2014,29,Jan,0:01:15,0:01:10,0:03:17,0:04:07,89,312
2014,29,Feb,0:01:02,0:01:12,0:03:35,0:03:57,73,291
2014,29,Mar,0:01:13,0:01:11,0:03:29,0:03:52,85,313
2014,29,Apr,0:01:08,0:01:09,0:03:34,0:03:51,79,367
2014,29,May,0:01:07,0:01:07,0:03:08,0:03:54,87,321
2014,29,Jun,0:01:00,0:01:05,0:03:25,0:03:52,78,303
2014,29,Jul,0:00:54,0:01:00,0:03:11,0:03:45,79,327
2014,29,Aug,0:00:58,0:01:01,0:03:18,0:03:47,65,319
2014,29,Sep,0:01:03,0:01:00,0:02:58,0:03:45,76,347
2014,29,Oct,0:01:05,0:01:04,0:03:12,0:03:58,90,309
2014,29,Nov,0:01:02,0:01:08,0:03:02,0:03:57,82,343
2014,29,Dec,0:01:06,0:01:08,0:03:43,0:04:01,103,352
2014,29,Overall 2014,0:01:05,0:01:06,0:03:19,0:03:54,986,3904
2014,33,Jan,0:01:09,0:01:11,0:03:48,0:04:02,99,613
2014,33,Feb,0:01:12,0:01:12,0:03:24,0:03:48,69,535
2014,33,Mar,0:01:09,0:01:11,0:03:19,0:03:56,80,548
2014,33,Apr,0:01:08,0:01:11,0:03:09,0:04:01,79,557
2014,33,May,0:01:05,0:01:11,0:03:29,0:04:00,64,601
2014,33,Jun,0:01:07,0:01:08,0:03:50,0:04:03,62,504
2014,33,Jul,0:01:02,0:01:08,0:04:05,0:04:05,72,585
2014,33,Aug,0:01:13,0:01:07,0:04:04,0:04:11,71,613
2014,33,Sep,0:01:04,0:01:06,0:04:09,0:04:04,60,556
2014,33,Oct,0:01:08,0:01:06,0:03:24,0:04:03,78,619
2014,33,Nov,0:01:01,0:01:06,0:03:44,0:04:06,78,536
2014,33,Dec,0:01:05,0:01:08,0:03:43,0:04:12,104,598
2014,33,Overall 2014,0:01:07,0:01:09,0:03:40,0:04:03,916,6865
2014,34,Jan,0:01:05,0:01:09,0:03:53,0:04:16,56,390
2014,34,Feb,0:01:05,0:01:09,0:04:15,0:04:27,33,304
2014,34,Mar,0:01:07,0:01:08,0:04:03,0:04:16,42,381
2014,34,Apr,0:01:10,0:01:10,0:05:04,0:04:12,37,363
2014,34,May,0:01:04,0:00:59,0:05:10,0:04:12,43,361
2014,34,Jun,0:01:04,0:01:06,0:05:42,0:04:19,45,367
2014,34,Jul,0:00:57,0:00:58,0:04:20,0:04:14,35,325
